gt,pred,rouge1,rouge2,rougeL,bleu,meteor,wer
i cant stop myself replied the little prince thoroughly embarrassed,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,1.0244914152188952e-231,0.05000000000000001,1.0
i have come on a long journey and i have had no sleep ah then the king said,extraordinary i to said your no goodbye in so i said all i is now which said man,0.2222222222222222,0.0,0.16666666666666666,8.844844403089352e-232,0.1388888888888889,0.9444444444444444
i order you to yawn,extraordinary i to said your,0.4000000000000001,0.0,0.4000000000000001,1.2183324802375697e-231,0.3,1.0
it is years since i have seen anyone yawning,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,1.0518351895246305e-231,0.05555555555555555,1.0
yawns to me are objects of curiosity,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
come now,extraordinary i,0.0,0.0,0.0,0.0,0.0,1.0
yawn again,extraordinary i,0.0,0.0,0.0,5.635809992474887e-232,0.0,1.0
it is an order that frightens me,extraordinary i to said your no goodbye,0.0,0.0,0.0,1.1200407237786664e-231,0.07142857142857142,1.0
i cannot any more murmured the little prince now completely abashed,extraordinary i to said your no goodbye in so i said,0.09090909090909091,0.0,0.09090909090909091,1.0003688322288243e-231,0.045454545454545456,1.0
hum,extraordinary,0.0,0.0,0.0,0.0,0.0,1.0
hum replied the king,extraordinary i to said,0.0,0.0,0.0,1.2882297539194154e-231,0.0,1.0
then i,extraordinary i,0.5,0.0,0.5,1.5319719891192393e-231,0.25,0.5
i order you sometimes to yawn and sometimes to he sputtered a little and seemed vexed,extraordinary i to said your no goodbye in so i said all i is now which,0.125,0.0,0.125,9.109159947227211e-232,0.09375,1.0
for what the king fundamentally insisted upon was that his authority should be respected,extraordinary i to said your no goodbye in so i said all i is,0.0,0.0,0.0,1.1200407237786664e-231,0.03571428571428571,1.0
he tolerated no disobedience,extraordinary i to said,0.0,0.0,0.0,1.2882297539194154e-231,0.0,1.0
he was an absolute monarch,extraordinary i to said your,0.0,0.0,0.0,0.0,0.0,1.0
but because he was a very good man he made his orders reasonable,extraordinary i to said your no goodbye in so i said all i,0.0,0.0,0.0,9.594503055152632e-232,0.038461538461538464,1.0
if i ordered a general he would say by way of example if i ordered a general to change himself into a sea bird and if the general did not obey me that would not be the fault of the general,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way,0.12195121951219512,0.0,0.07317073170731707,7.199666163340923e-232,0.14242697982535382,0.975609756097561
it would be my fault may i sit down came now a timid inquiry from the little prince,extraordinary i to said your no goodbye in so i said all i is now which said man,0.1111111111111111,0.0,0.1111111111111111,1.0518351895246305e-231,0.08333333333333333,1.0
i order you to do so the king answered him and majestically gathered in a fold of his ermine mantle,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.20000000000000004,0.0,0.15,8.614911585158347e-232,0.125,1.0
but the little prince was wondering,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
the planet was tiny,extraordinary i to said,0.0,0.0,0.0,1.2882297539194154e-231,0.0,1.0
over what could this king really rule,extraordinary i to said your no goodbye,0.0,0.0,0.0,1.1200407237786664e-231,0.0,1.0
sire he said to him i beg that you will excuse my asking you a question i order you to ask me a question the king hastened to assure him,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on,0.16666666666666666,0.0,0.13333333333333333,7.784451369270533e-232,0.14212962962962966,1.0
sire over what do you rule over everything said the king with magnificent simplicity,extraordinary i to said your no goodbye in so i said all i is,0.07142857142857142,0.0,0.07142857142857142,1.2395288183339461e-231,0.03571428571428571,1.0
over everything the king made a gesture which took in his planet the other planets and all the stars,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.15789473684210525,0.0,0.10526315789473684,8.726094729337945e-232,0.07894736842105263,1.0
over all that asked the little prince,extraordinary i to said your no goodbye,0.0,0.0,0.0,1.1200407237786664e-231,0.0,1.0
over all that the king answered,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
for his rule was not only absolute it was also universal,extraordinary i to said your no goodbye in so i said,0.0,0.0,0.0,1.0003688322288243e-231,0.0,1.0
and the stars obey you certainly they do the king said,extraordinary i to said your no goodbye in so i said,0.09090909090909091,0.0,0.09090909090909091,1.0003688322288243e-231,0.045454545454545456,0.9090909090909091
they obey instantly,extraordinary i to,0.0,0.0,0.0,9.918892480173173e-232,0.0,1.0
i do not permit insubordination such power was a thing for the little prince to marvel at,extraordinary i to said your no goodbye in so i said all i is now which said,0.11764705882352941,0.0,0.11764705882352941,1.1808001696991507e-231,0.058823529411764705,1.0
if he had been master of such complete authority he would have been able to watch the sunset not fortyfour times in one day but seventytwo or even a hundred or even two hundred times with out ever having to move his chair,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without,0.09302325581395347,0.0,0.06976744186046512,7.114448003820407e-232,0.06976744186046512,1.0
and because he felt a bit sad as he remembered his little planet which he had forsaken he plucked up his courage to ask the king a favour i should like to see a sunset do me that kindness order the sun to set if i ordered a general to fly from one flower to another like a butterfly or to write a tragic drama or to change himself into a sea bird and if the general did not carry out the order that he had received which one of us would be in the wrong the king demanded,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in that the to sheep one like is not truly its miles of oh it asked softly small he where unfortunately believe after i and not is geographer sweetly and nothing should walk at not that he not his exclaimed any said resolute has from was the you toward so a them laughing who hunters,0.2727272727272727,0.01020408163265306,0.13131313131313133,6.86842284137899e-232,0.18136368274109319,0.9797979797979798
the general or myself you said the little prince firmly,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,1.0244914152188952e-231,0.05000000000000001,1.0
exactly,extraordinary,0.0,0.0,0.0,0.0,0.0,1.0
one much require from each one the duty which each one can perform the king went on,extraordinary i to said your no goodbye in so i said all i is now which said,0.058823529411764705,0.0,0.058823529411764705,8.972141065609098e-232,0.11764705882352941,1.0
accepted authority rests first of all on reason,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
if you ordered your people to go and throw themselves into the sea they would rise up in revolution,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.15789473684210525,0.0,0.10526315789473684,8.726094729337945e-232,0.10526315789473684,1.0
i have the right to require obedience because my orders are reasonable then my sunset the little prince reminded him for he never forgot a question once he had asked it,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble,0.1935483870967742,0.0,0.16129032258064516,7.720899511627474e-232,0.11290322580645161,1.0
you shall have your sunset,extraordinary i to said your,0.20000000000000004,0.0,0.20000000000000004,0.0,0.10000000000000002,1.0
i shall command it,extraordinary i to said,0.25,0.0,0.25,1.0032743411283238e-231,0.125,1.0
but according to my science of government i shall wait until conditions are favourable when will that be inquired the little prince,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.09090909090909091,0.0,0.09090909090909091,1.0003688322288243e-231,0.06818181818181818,0.9545454545454546
hum,extraordinary,0.0,0.0,0.0,0.0,0.0,1.0
hum replied the king and before saying anything else he consulted a bulky almanac,extraordinary i to said your no goodbye in so i said all i is,0.0,0.0,0.0,9.418382295637229e-232,0.03571428571428571,1.0
hum,extraordinary,0.0,0.0,0.0,0.0,0.0,1.0
hum,extraordinary,0.0,0.0,0.0,0.0,0.0,1.0
that will be about about that will be this evening about twenty minutes to eight,extraordinary i to said your no goodbye in so i said all i is now,0.06666666666666667,0.0,0.06666666666666667,9.257324954728539e-232,0.06666666666666667,1.0
